Blog	need	less	than	think	com	media	needs	office	work	who	does	do	question	another	maybe	three	very	different	companies	company	being	e	b	where	story	along	get	app	today	read	me	know	most	popular	hard	find	now	rest	stuff	also	place	view	old	reports	change	between	web	see	re	looking	stay	same	top	before	search	something	over	recently	recent	too	hope	might	pick	left	right	better	support	name	account	home	down	project	small	link	ll	open	may	seen	twitter	other	already	so	much	back	were	done	reading	links	thanks	using	always	please	keep	coming	our	way	interesting	everyone	else	few	send	us	email	team	five	years	called	week	year	around	lot	probably	big	deal	kind	far	ve	ever	any	job	got	made	came	m	happy	because	every	day	best	pretty	world	well	into	let	just	say	post	isn	many	why	someone	saying	special	things	together	did	often	d	go	make	some	end	tell	anything	times	didn	matter	anyone	yet	after	months	would	never	working	don	case	ideas	everything	try	future	happens	hour	focus	real	great	even	ways	important	feel	while	easy	enough	here	them	during	possible	minutes	building	hours	fact	close	related	including	hand	life	example	am	wait	until	business	start	long	makes	take	care	means	early	morning	family	actually	off	through	trying	comes	co	good	night	next	doing	part	no	daily	own	want	call	doesn	having	give	space	thing	such	self	true	learned	believe	those	show	going	these	really	build	thinking	mean	course	perhaps	thought	put	making	without	smart	human	james	john	michael	idea	used	design	help	sure	nothing	which	later	problem	built	questions	number	little	gets	run	getting	had	instead	still	full	found	talking	piece	two	look	then	point	side	version	data	list	known	set	create	each	turn	update	person	once	high	feature	days	wrong	short	talk	should	shows	per	since	longer	page	experience	use	free	asked	said	must	happened	result	decided	online	community	based	members	network	helping	process	especially	ten	won	quite	again	information	yourself	write	she	her	google	second	security	state	art	system	sign	love	become	turned	almost	facebook	bit	both	hear	word	yesterday	group	he	him	went	says	ad	water	started	ask	couple	android	image	following	via	last	behind	text	immigration	former	friend	policy	america	trump	administration	president	could	young	white	only	york	women	bad	force	kids	country	monday	air	least	power	against	internet	june	cool	parents	friends	public	goes	sometimes	come	past	continue	th	writing	large	ago	its	wrote	readers	site	amazon	game	social	appeared	share	man	men	father	others	service	photos	looks	four	nbsp	heard	money	third	though	live	news	his	blog	technology	took	fun	living	results	several	simple	photo	seem	content	tools	play	within	users	youtube	fine	month	line	children	video	health	latest	stories	book	books	under	government	told	house	deep	war	age	k	rights	taking	include	available	article	away	key	percent	million	stop	watch	center	national	director	science	personal	april	announced	american	child	u	whole	filled	black	half	taken	music	seven	series	according	movie	tv	report	yes	finally	border	dark	fans	apple
Kotaku	0	3	2	0	0	0	0	0	1	2	1	0	0	0	0	0	1	0	0	1	1	5	0	2	0	0	1	0	4	24	0	1	3	0	1	1	1	0	1	1	2	0	1	0	1	1	1	1	3	0	0	0	0	1	0	1	3	0	0	0	0	1	0	1	0	0	0	1	0	0	4	0	0	0	1	1	1	0	0	2	0	1	1	0	1	0	0	0	2	0	1	1	0	0	3	2	0	0	0	0	0	2	0	1	0	1	0	0	1	3	3	1	1	0	1	2	0	3	0	0	1	2	0	0	0	0	1	2	1	0	11	0	3	0	3	0	2	0	1	0	0	0	1	2	0	0	1	1	0	0	3	1	0	1	0	1	0	0	0	3	0	2	0	0	1	0	2	0	1	0	0	0	0	3	0	2	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	2	0	0	0	3	2	0	0	1	1	0	1	0	4	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	1	0	0	0	1	2	1	0	0	2	0	0	0	0	0	1	0	1	0	0	4	3	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	1	0	2	1	0	0	0	2	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	1	1	0	0	0	0	2	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	12	0	0	0	2	0	1	0	0	0	0	0	0	0	3	0	1	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	2	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	1	1	0	0	0	0	1	0	1	0
kottke.org	3	3	17	9	0	4	2	3	4	39	6	20	4	5	4	3	8	1	2	0	14	3	2	23	2	4	11	0	8	13	15	20	9	2	1	10	12	2	3	15	4	3	15	0	7	9	1	17	25	2	0	6	2	5	2	11	17	5	1	7	4	6	1	2	12	6	1	4	0	8	4	5	1	3	1	6	7	6	4	16	1	36	18	13	25	2	8	0	0	8	4	2	3	1	21	10	4	2	7	7	1	15	0	8	2	31	4	4	17	8	2	5	5	1	8	3	13	5	13	4	4	11	5	10	1	21	8	10	5	4	32	9	25	3	19	9	3	3	20	3	6	2	2	11	2	6	4	16	12	6	19	7	13	6	12	15	2	4	4	12	1	28	14	2	12	1	3	6	6	5	2	2	1	2	10	13	5	9	6	9	0	4	29	22	6	6	1	0	2	6	0	5	4	3	5	2	4	3	3	5	2	5	3	4	6	2	2	0	5	7	6	7	3	3	0	16	1	2	4	9	15	2	4	6	1	3	0	4	2	7	4	3	3	5	3	17	9	5	21	11	1	5	5	3	7	10	8	2	5	0	6	13	7	0	10	11	4	3	7	3	16	4	4	8	1	2	9	2	0	3	23	6	16	2	6	3	4	10	7	13	5	1	1	4	3	2	3	0	8	2	7	7	4	8	1	4	2	8	3	9	16	0	5	3	1	5	9	2	2	16	3	4	0	1	0	5	6	2	1	2	9	1	3	5	2	3	4	0	1	29	37	0	2	1	24	4	2	0	6	1	2	9	0	1	3	1	4	1	7	59	8	7	6	2	5	1	4	2	0	10	0	12	8	3	1	6	4	1	10	17	6	8	7	15	9	5	10	4	6	0	0	4	6	1	3	2	14	6	8	0	2	26	0	10	2	2	6	10	1	1	3	5	9	8	5	0	2	1	0	3	0	0	6	5	2	2	2	12	2	5	210	2	0	2	6	5	11	39	0	2	3	3	8	4	3	5	2	0	1	2	12	0	0	5	2	0	1	39	21	0	1	6	16	16	7	8	7	3	2	12	9	2	4	1	2	1	2	10	0	2	8	1	0	5	6	4	4	4	3	1	14	13	2	3	3	2	2	5	2	0	5	5	1	8	3	4	0	12	7	1	1
Lifehack - Feed	1	0	2	0	0	0	1	0	2	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	10	0	4	4	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	3	0	1	0	0	0	1	1	0	1	0	3	0	0	0	0	0	0	3	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	1	1	2	0	0	0	2	0	1	1	1	0	2	1	0	0	1	0	1	0	0	0	0	0	1	1	0	2	0	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	1	0	0	0	0	3	1	0	1	0	1	0	1	1	0	1	1	1	0	2	2	0	0	1	2	0	0	0	0	0	0	0	3	0	1	1	2	0	0	0	0	0	0	1	0	2	4	0	0	0	0	0	0	0	3	0	0	1	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lifehacker	2	0	1	2	0	0	1	0	0	4	0	5	0	1	1	0	1	1	0	0	0	1	0	3	0	0	3	0	2	26	2	3	2	0	0	3	2	0	0	0	0	0	2	0	0	0	1	1	6	1	0	0	1	3	0	0	4	2	0	0	0	1	0	0	1	1	1	1	2	1	2	0	0	0	1	2	2	0	1	2	1	2	2	0	1	0	0	0	1	0	0	1	1	0	5	2	0	0	1	1	0	1	0	0	0	0	0	1	0	2	2	1	0	1	0	0	1	2	0	1	2	1	0	2	0	0	1	1	3	0	2	1	5	3	6	0	1	2	2	1	0	0	1	0	0	0	0	0	0	4	0	0	1	0	0	0	2	0	1	3	0	1	1	1	5	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	2	0	5	5	0	0	0	0	2	0	0	0	1	0	4	0	0	0	1	0	1	2	1	1	0	1	1	0	2	1	3	3	0	2	1	1	0	1	0	0	3	0	1	3	2	1	0	0	0	0	0	0	1	0	0	2	0	2	2	0	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	2	2	0	0	1	1	0	1	2	1	1	3	0	2	0	0	0	0	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	3	1	3	1	0	0	0	0	0	1	0	2	1	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	2	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
Little Green Footballs	0	1	3	2	14	0	2	0	2	9	2	5	1	2	0	0	4	1	0	2	1	0	2	2	0	0	6	0	5	0	6	2	2	0	2	0	15	2	2	6	3	0	1	1	0	0	0	4	4	0	0	3	1	2	0	4	1	0	0	1	0	1	0	1	2	0	0	0	1	0	0	2	1	0	8	0	1	0	3	3	2	9	8	7	2	0	0	0	0	0	2	2	0	1	5	6	0	2	2	1	0	6	0	1	0	0	3	3	0	1	0	2	0	7	1	1	4	3	5	0	2	6	3	4	0	3	3	3	2	4	4	4	9	2	5	1	2	3	0	1	0	1	4	0	0	2	0	3	1	5	1	1	2	1	1	0	0	1	0	4	0	1	5	0	3	1	0	2	0	1	1	0	0	5	3	2	0	1	2	2	0	4	10	1	1	1	3	0	1	1	2	1	0	3	1	0	1	2	2	2	0	0	0	1	0	1	1	0	1	1	0	0	0	0	3	1	1	0	1	4	4	0	3	1	0	3	1	2	0	2	1	1	2	0	1	5	12	6	3	1	0	1	1	0	1	4	0	2	0	0	4	0	3	4	1	0	0	0	1	2	4	0	0	0	0	2	2	3	0	2	6	1	0	3	2	1	1	5	5	3	0	0	0	0	3	0	2	0	1	0	1	1	1	0	0	0	0	0	0	2	1	2	2	0	0	0	0	1	1	11	1	2	1	0	0	0	2	0	0	0	2	0	0	0	0	4	1	0	2	3	1	0	1	2	2	1	0	2	2	0	2	2	3	0	2	0	0	0	1	25	11	0	5	0	2	0	0	0	0	0	0	1	1	1	0	0	3	1	2	4	65	3	11	1	0	7	3	3	0	4	1	2	3	0	1	0	1	4	0	11	0	1	1	0	0	0	1	0	6	0	0	0	1	2	1	0	0	4	0	0	0	0	7	0	0	0	0	0	0	0	0	2	1	3	2	5	6	19	0	0	1	0	0	0	1	0	2	1	0	0	2	2	0	24	0	0	1	2	4	0	3	3	0	0	1	0	3	7	1	1	0	0	2	1	0	1	0	1	2	0	0	1	0	0	3	3	0	1	1	0	0	0	0	0	1	2	1	1	2	0	0	1	2	0	1	0	0	1	0	0	1
Make: DIY Projects and Ideas for Makers	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	3	4	2	0	0	0	2	2	0	0	0	0	0	1	0	0	0	2	0	0	2	0	1	0	0	0	0	1	0	10	0	1	0	0	0	0	0	0	0	0	4	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	4	0	0	2	0	1	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	2	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Matt Cutts: Gadgets, Google, and SEO	0	0	0	0	0	0	0	0	3	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	1	1	1	0	0	2	0	1	1	0	2	0	0	0	0	0	0	2	1	2	0	0	0	0	0	1	0	2	3	0	1	0	1	0	1	0	1	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	6	0	1	0	2	2	2	4	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	1	0	1	0	2	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	1	1	2	4	1	2	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	2	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	3	0	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	1	0	1	0	1	0	0	0	0	4	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	4	0	0	0	1	0	1	1	3	0	0	0	1	1	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
mezzoblue	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	2	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	4	1	0	1	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	6	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	3	1	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Neil Gaiman's Journal	12	6	13	7	28	2	0	1	22	47	5	39	1	10	3	8	17	7	0	1	8	13	4	23	8	4	33	1	3	27	65	10	10	1	8	14	29	4	5	11	6	0	10	0	5	7	0	21	10	2	2	9	0	17	0	22	21	0	2	19	15	4	2	7	10	6	4	4	0	4	4	1	6	8	15	1	9	2	2	20	2	60	23	20	22	12	15	4	1	3	5	3	5	9	8	9	2	9	5	13	2	21	3	2	1	22	6	6	40	5	13	6	7	1	10	1	30	8	12	2	22	15	6	56	4	34	3	13	8	2	17	9	14	7	22	2	6	8	16	4	10	2	2	51	5	20	2	23	23	23	33	2	9	6	8	10	4	4	5	12	7	37	12	4	12	4	3	6	2	0	3	4	0	2	3	30	2	1	7	10	1	2	37	41	4	2	2	1	9	0	2	0	4	3	8	0	20	2	6	0	1	11	5	11	1	7	6	4	7	8	10	9	6	5	10	23	12	11	25	6	11	0	8	16	1	2	5	7	0	19	10	2	2	5	1	5	6	26	13	23	1	6	1	0	5	8	16	5	5	2	0	8	1	5	6	3	4	10	10	5	28	5	0	0	10	3	9	4	2	8	43	8	12	1	6	12	2	23	7	27	1	4	3	0	1	0	10	1	10	4	0	7	4	3	0	23	0	5	7	12	2	0	5	0	9	2	0	4	15	15	4	2	0	2	2	1	3	1	0	2	1	4	1	5	5	6	0	6	15	13	15	2	5	0	0	14	0	3	22	2	2	10	2	16	6	7	9	6	0	51	18	21	1	0	3	11	4	8	0	0	1	3	19	0	8	0	1	4	0	3	0	0	0	21	3	2	22	12	2	5	0	1	1	0	2	3	3	1	5	1	1	1	9	7	10	7	5	2	1	19	24	2	28	5	11	0	0	5	0	1	1	5	11	1	1	3	0	3	4	7	307	2	18	1	3	5	2	31	11	2	10	6	1	2	5	1	9	2	1	0	1	0	0	2	5	4	7	6	7	0	1	12	59	43	1	0	5	2	1	2	1	1	1	3	1	6	2	10	0	0	3	2	5	2	0	3	2	1	4	0	27	3	0	6	5	1	4	4	3	1	6	1	3	5	0	6	4	0	3	0	1
PerezHilton	0	0	2	0	1	1	0	1	1	1	0	0	0	0	0	0	3	2	0	0	1	0	0	2	1	1	0	0	0	0	0	0	1	0	2	0	2	0	0	1	3	0	3	1	0	0	0	1	0	0	0	0	0	3	0	0	1	0	1	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	2	0	0	1	0	1	0	1	0	0	0	5	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	5	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	0	4	3	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1	1	0	1	2	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	1	0	0	2	0
plasticbag.org	1	0	0	1	0	1	0	2	0	1	0	1	0	1	0	0	1	0	0	2	2	0	0	0	1	0	5	0	0	6	1	2	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	2	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	1	6	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	1	2	1	0	1	0	0	0	0	0	0	1	3	1	1	0	0	1	1	0	0	0	0	1	0	2	0	0	1	0	0	0	1	0	2	0	0	0	0	1	0	0	0	1	0	0	6	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	1	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	5	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	2	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	2	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1
Derek Powazek	1	1	2	4	1	2	0	0	3	1	0	7	0	3	1	4	1	0	0	1	0	0	0	0	3	1	6	0	2	0	15	6	2	0	3	1	10	1	1	2	0	0	2	0	1	4	1	3	7	1	0	3	2	1	0	8	5	0	0	2	2	1	0	1	4	0	0	0	0	0	2	0	2	2	4	1	0	1	1	3	1	7	1	2	2	1	4	0	0	1	4	0	0	1	3	0	0	1	1	5	0	4	0	0	0	5	0	3	4	1	1	1	1	1	1	0	11	1	0	1	1	2	1	12	4	3	3	2	1	0	3	2	4	1	11	3	3	0	1	1	0	0	2	1	1	4	2	2	4	1	3	0	0	1	1	1	0	0	1	4	2	0	3	0	4	0	0	2	1	0	1	0	0	0	5	1	1	0	5	1	2	5	6	2	0	1	1	0	0	0	1	0	0	1	5	0	3	0	0	1	0	1	0	1	0	0	1	2	1	0	1	1	0	1	0	1	2	1	1	2	2	0	2	1	1	0	0	0	0	4	0	1	1	0	0	1	3	4	2	2	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	2	1	0	0	1	1	7	2	0	2	3	0	4	1	1	1	0	9	0	7	0	0	0	0	0	0	0	2	1	0	1	0	2	1	0	4	1	1	3	1	0	0	1	0	1	0	0	0	0	3	1	0	0	1	2	3	0	2	1	0	1	2	0	0	0	2	0	1	3	7	9	0	0	0	0	0	0	0	1	0	2	1	0	0	2	0	3	0	0	5	2	3	0	0	0	2	1	4	0	0	1	0	7	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	3	0	1	0	0	0	0	0	1	1	0	2	2	2	0	2	0	3	0	4	0	2	0	2	1	1	2	2	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	3	0	0	2	1	3	1	0	3	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
